user_id,Churn,LevelsPlayed,SuccessfulLevels,TotalPlayTime,AverageLevelDuration,HelpUsed,RestartCount,SuccessRate,HelpRate,RestartRate,TimePerSuccess,AvgLevelPassRate,AvgMetaDuration,AvgRetryRate,AvgWinningDuration,EngagementScore,EngagementCategory,ChurnProbability,Recommendation
2774,0,215,136,25398.0,118.13023255813954,18,40.64710318953449,0.6325581395348837,0.08372093023255814,0.18905629390481157,186.75,0.7482716017507046,254.4224894583786,0.6320651052446552,112.35177866489373,73.49607895510466,Moderately Engaged,0.2650392104489533,Offer new content
2775,0,111,82,18839.0,169.72072072072072,14,28.688566858631617,0.7387387387387387,0.12612612612612611,0.25845555728496955,229.7439024390244,0.8253838711487068,188.96093450169136,0.3196973089288025,107.07797106728022,70.53424973861291,Moderately Engaged,0.2946575026138709,Offer new content
2776,1,69,44,6119.0,88.68115942028986,1,12.871455874152353,0.6376811594202898,0.014492753623188406,0.18654283875583122,139.0681818181818,0.8136581838676404,188.82668906159748,0.29553626337516004,110.36197529795925,30.45195620096116,High Churn Risk,0.6954804379903884,Offer discounts or special rewards
2777,0,286,145,40808.0,142.6853146853147,4,35.53397751595945,0.506993006993007,0.013986013986013986,0.12424467662922885,281.4344827586207,0.6613124481769534,321.3520958947689,1.1431218068608429,111.96710803133304,96.6508885017808,Highly Engaged,0.03349111498219206,Reward loyal players
2778,1,162,109,32045.0,197.80864197530863,9,48.51095720672722,0.6728395061728395,0.05555555555555555,0.2994503531279458,293.9908256880734,0.7832528993591488,234.04419295238793,0.4854141211275046,116.70339446872319,42.26955456995114,Low Engagement,0.5773044543004886,Send engagement notifications
2779,1,143,114,12573.0,87.92307692307692,1,33.53389343587625,0.7972027972027972,0.006993006993006993,0.23450275129983392,110.28947368421052,0.780970424050468,238.11260856115175,0.4050564789025469,109.40729735137697,44.5748923896986,Low Engagement,0.554251076103014,Send engagement notifications
2780,0,212,143,20441.0,96.41981132075472,18,44.48834852639044,0.6745283018867925,0.08490566037735849,0.20985070059618133,142.94405594405595,0.6412185792857686,336.82874440383694,1.446368629928641,112.88874964806017,56.7070720546137,Low Engagement,0.432929279453863,Send engagement notifications
2781,0,56,41,5904.0,105.42857142857143,8,14.401799589121019,0.7321428571428571,0.14285714285714285,0.25717499266287536,144.0,0.9159696547478295,121.42581507428011,0.08509946932292185,90.12294702823952,47.76793373917941,Low Engagement,0.5223206626082059,Send engagement notifications
2782,0,293,162,38191.0,130.34470989761093,14,51.09710262331187,0.552901023890785,0.04778156996587031,0.17439284171778796,235.7469135802469,0.5736861223788304,406.9137839223925,2.0422867703197456,114.97982677275353,78.2706648824855,Moderately Engaged,0.21729335117514487,Offer new content
2783,1,12,8,851.0,70.91666666666667,0,3.837071632071632,0.6666666666666666,0.0,0.31975596933930267,106.375,0.9688860859927128,83.38314488220466,0.03353937062015785,70.79172018556474,12.94876314250647,High Churn Risk,0.8705123685749353,Offer discounts or special rewards
2784,0,464,220,72653.0,156.57974137931035,6,35.79844093273308,0.47413793103448276,0.01293103448275862,0.07715181235502819,330.2409090909091,0.667407998708323,322.8649669905901,1.0831168794941781,121.54001140726734,87.57163536291043,Highly Engaged,0.12428364637089571,Reward loyal players
2785,1,77,55,6669.0,86.6103896103896,6,18.660793822969836,0.7142857142857143,0.07792207792207792,0.242347971726881,121.25454545454545,0.8607661420814552,161.2211944653572,0.1957409569225022,102.75031476814225,28.89189650244991,High Churn Risk,0.7110810349755009,Offer discounts or special rewards
2786,1,20,12,2804.0,140.2,2,8.833150183150183,0.6,0.1,0.4416575091575091,233.66666666666666,0.9603954063017911,75.12096336950323,0.02733671974537123,64.60665651352001,20.072989224116988,High Churn Risk,0.7992701077588301,Offer discounts or special rewards
2787,0,110,79,13827.0,125.7,0,23.92184124171558,0.7181818181818181,0.0,0.21747128401559618,175.0253164556962,0.8258097366939431,189.53449434840618,0.3265208604673377,106.63589334160983,77.00291196530662,Moderately Engaged,0.2299708803469338,Offer new content
2788,1,75,50,7413.0,98.84,3,17.95975775184711,0.6666666666666666,0.04,0.2394634366912948,148.26,0.8496131388355245,163.74593587040036,0.21098585776123044,101.62159193593207,31.702926468869496,High Churn Risk,0.682970735311305,Offer discounts or special rewards
2789,0,740,232,80873.0,109.28783783783784,18,57.24938521485446,0.31351351351351353,0.024324324324324326,0.07736403407412765,348.5905172413793,0.49649209620182755,477.1306319290344,2.7147325431722553,114.37912765796796,98.15397685682584,Highly Engaged,0.018460231431741577,Reward loyal players
2790,0,145,70,28639.0,197.5103448275862,1,22.785632646485656,0.4827586206896552,0.006896551724137931,0.15714229411369418,409.12857142857143,0.8349789991482216,183.04398712465772,0.2914919136891848,107.03560709094111,68.4645666680442,Moderately Engaged,0.315354333319558,Offer new content
2791,0,92,78,9488.0,103.1304347826087,9,28.11820273442789,0.8478260869565217,0.09782608695652174,0.30563263841769445,121.64102564102564,0.8245407479085614,192.75030659946825,0.3381899145288032,107.27080445638549,71.68351925296996,Moderately Engaged,0.2831648074703003,Offer new content
2792,1,213,122,28829.0,135.34741784037558,12,33.09490576492606,0.5727699530516432,0.056338028169014086,0.1553751444362726,236.30327868852459,0.7153854775448817,280.18082359913336,0.8073623520586342,113.24850217550957,81.51043426363006,Highly Engaged,0.18489565736369937,Reward loyal players
2793,0,598,281,56001.0,93.64715719063545,23,75.68899800107191,0.4698996655518395,0.038461538461538464,0.12657023077102325,199.2918149466192,0.4732309133708793,501.6639863531203,2.9777918879896963,115.69923440732495,90.68410209235721,Highly Engaged,0.09315897907642792,Reward loyal players
2794,1,93,74,7619.0,81.9247311827957,0,27.986899883696623,0.7956989247311828,0.0,0.3009344073515766,102.95945945945945,0.812338817107474,203.52435027411877,0.2694276310295429,103.4440039629012,40.14082882590261,Low Engagement,0.5985917117409739,Send engagement notifications
2795,0,161,111,17560.0,109.06832298136646,0,32.60692673537238,0.6894409937888198,0.0,0.20252749525076014,158.19819819819818,0.8090339435404482,217.20342781900075,0.3344554721744135,106.14090926280596,78.75970521114421,Moderately Engaged,0.21240294788855799,Offer new content
2796,0,256,128,24303.0,94.93359375,7,29.747715311017398,0.5,0.02734375,0.11620201293366171,189.8671875,0.6793210970388622,313.17031906090244,1.034126019679646,115.57882436610157,88.74063615461796,Highly Engaged,0.1125936384538204,Reward loyal players
2797,1,97,67,11208.0,115.54639175257732,0,22.760190210050602,0.6907216494845361,0.0,0.23464113618608867,167.28358208955223,0.8420093739692333,179.54297455735076,0.2831325703540787,105.4862196721583,46.286771393196304,Low Engagement,0.537132286068037,Send engagement notifications
2798,1,62,43,6054.0,97.64516129032258,2,25.80640230267898,0.6935483870967742,0.03225806451612903,0.41623229520449967,140.7906976744186,0.9098155373321016,121.43676470231709,0.09931513592380105,84.89587675179251,27.96169972010182,High Churn Risk,0.7203830027989818,Offer discounts or special rewards
2799,0,598,349,56215.0,94.00501672240803,5,89.6900323793858,0.5836120401337793,0.008361204013377926,0.14998333173810335,161.07449856733524,0.7073512026802694,294.598905562002,0.8529655635050034,125.14204523262289,81.9661454939831,Highly Engaged,0.18033854506016891,Reward loyal players
2800,0,39,28,4259.0,109.2051282051282,0,11.059327317207751,0.717948717948718,0.0,0.28357249531301926,152.10714285714286,0.9152735521885654,127.19795100471653,0.082259042018523,93.6382601066813,55.96477890643434,Low Engagement,0.4403522109356566,Send engagement notifications
2801,0,98,64,14584.0,148.81632653061226,6,23.920265046412418,0.6530612244897959,0.061224489795918366,0.24408433720828998,227.875,0.8482374102721925,174.05545571545383,0.22748873442364248,107.58789085382656,66.31590019152821,Moderately Engaged,0.3368409980847178,Offer new content
2802,0,29,11,6298.0,217.17241379310346,1,7.899837199837199,0.3793103448275862,0.034482758620689655,0.272408179304731,572.5454545454545,0.9456556229379433,91.39415431893808,0.05383581437427091,73.69926428708142,71.91095494757819,Moderately Engaged,0.2808904505242181,Offer new content
2803,0,48,40,4895.0,101.97916666666667,5,17.019217477293655,0.8333333333333334,0.10416666666666667,0.3545670307769511,122.375,0.9071670332414737,130.2161205513133,0.10152014011926257,93.64318446039086,51.82711614927078,Low Engagement,0.48172883850729215,Send engagement notifications
2804,0,305,162,25717.0,84.31803278688524,25,47.82037545314378,0.5311475409836065,0.08196721311475409,0.15678811623981567,158.7469135802469,0.6178303704025969,369.0552762106434,1.528462579052851,115.68463534793669,86.07496509137654,Highly Engaged,0.1392503490862346,Reward loyal players
2805,0,30,25,3260.0,108.66666666666667,1,8.62935643060643,0.8333333333333334,0.03333333333333333,0.2876452143535477,130.4,0.940882630260179,107.44610845109897,0.053429161289362814,85.00095369117072,40.3645976904225,Low Engagement,0.596354023095775,Send engagement notifications
2806,1,74,58,8978.0,121.32432432432432,0,19.676730457169686,0.7837837837837838,0.0,0.2659017629347255,154.79310344827587,0.863292601896824,160.99135178736117,0.2186527392245008,100.14925570879116,56.61670958044284,Low Engagement,0.43383290419557163,Send engagement notifications
2807,0,28,25,1402.0,50.07142857142857,0,10.294309685412626,0.8928571428571429,0.0,0.3676539173361652,56.08,0.9388652237113847,107.26370888915851,0.05282435776998876,85.30312356230174,47.20614606241924,Low Engagement,0.5279385393758076,Send engagement notifications
2808,0,63,47,5739.0,91.0952380952381,4,17.315756190261965,0.746031746031746,0.06349206349206349,0.274853272861301,122.1063829787234,0.8825223212594943,142.60050133117088,0.14098676373851715,97.0007030373963,50.92406775773826,Low Engagement,0.4907593224226175,Send engagement notifications
2809,1,248,137,22117.0,89.18145161290323,15,33.82224192665639,0.5524193548387096,0.06048387096774194,0.13638000776877576,161.43795620437956,0.6826181774705465,312.14021630877966,1.0323520160128115,116.80703801180184,43.598519582386096,Low Engagement,0.564014804176139,Send engagement notifications
2810,0,705,220,53057.0,75.25815602836879,14,173.8393989670273,0.3120567375886525,0.019858156028368795,0.24658070775464866,241.1681818181818,0.5089836044138938,466.7014947154928,2.6125454497447844,113.68703374066021,94.09815920550241,Highly Engaged,0.059018407944975794,Reward loyal players
2811,0,106,73,10409.0,98.19811320754717,7,23.530781747931734,0.6886792452830188,0.0660377358490566,0.22198850705595974,142.58904109589042,0.8224505557840857,188.60538611152649,0.3383000467427344,105.26254895940824,58.59908503954967,Low Engagement,0.41400914960450325,Send engagement notifications
2812,0,77,67,6978.0,90.62337662337663,1,23.723713550741774,0.8701298701298701,0.012987012987012988,0.3081001759836594,104.14925373134328,0.8356403934491343,181.22494682091613,0.2957703389606812,105.16876939452202,62.3197404413109,Moderately Engaged,0.37680259558689105,Offer new content
2813,0,63,44,5311.0,84.3015873015873,9,15.828107475976706,0.6984126984126984,0.14285714285714285,0.25123980120597944,120.70454545454545,0.8784129943321984,144.28049533663508,0.152727774924279,96.88722788636322,54.70726774689406,Low Engagement,0.4529273225310594,Send engagement notifications
2814,1,43,37,4241.0,98.62790697674419,4,15.473953122227911,0.8604651162790697,0.09302325581395349,0.3598593749355328,114.62162162162163,0.9127820749011462,125.15615129966434,0.09118982967019061,91.49720479799697,27.67583936727234,High Churn Risk,0.7232416063272766,Offer discounts or special rewards
2815,0,109,81,12235.0,112.24770642201835,4,27.68052370537414,0.7431192660550459,0.03669724770642202,0.25394975876490034,151.0493827160494,0.8069310661642314,206.60376059632216,0.4046805199850328,109.68015111889854,73.69922035391447,Moderately Engaged,0.26300779646085526,Offer new content
2816,0,64,61,7674.0,119.90625,5,21.285907987012735,0.953125,0.078125,0.332592312297074,125.80327868852459,0.8733653399284919,153.32535856235816,0.18259158227048794,100.13400561348561,57.033049714789705,Low Engagement,0.42966950285210287,Send engagement notifications
2817,0,443,224,61580.0,139.00677200902933,17,53.522781425642926,0.5056433408577878,0.03837471783295711,0.1208189196967109,274.9107142857143,0.5357604644282098,439.9476089270081,2.279686293245174,113.02074929236555,88.19001408858898,Highly Engaged,0.11809985911411026,Reward loyal players
2818,0,194,103,15479.0,79.78865979381443,18,25.178290427233808,0.5309278350515464,0.09278350515463918,0.12978500220223613,150.28155339805826,0.7749706844904451,229.62631270149782,0.43560170246503543,109.35881431011047,80.37713466425643,Highly Engaged,0.19622865335743564,Reward loyal players
2819,0,264,132,32930.0,124.73484848484848,15,35.00650827444092,0.5,0.056818181818181816,0.13260041013045804,249.46969696969697,0.6666441933027355,315.1304262203112,1.1761108669939107,113.87911939154263,88.6083269285298,Highly Engaged,0.11391673071470189,Reward loyal players
2820,0,109,67,12667.0,116.21100917431193,13,22.20536727943091,0.6146788990825688,0.11926605504587157,0.2037189658663386,189.0597014925373,0.833031379798316,186.01134905691936,0.2506050937230613,103.77277590609485,60.726278566530745,Moderately Engaged,0.3927372143346925,Offer new content
2821,0,121,80,18732.0,154.8099173553719,8,26.748856411434048,0.6611570247933884,0.06611570247933884,0.2210649290201161,234.15,0.8288041431996251,200.92478452602776,0.2341394589985247,103.12376946031377,77.57218174532281,Moderately Engaged,0.2242781825467719,Offer new content
